a,b,yOut
0,0,-0.3
0,0.00505050505050505,-0.28030303030303
0,0.0101010101010101,-0.260606060606061
0,0.0151515151515152,-0.240909090909091
0,0.0202020202020202,-0.221212121212121
0,0.0252525252525253,-0.201515151515152
0,0.0303030303030303,-0.181818181818182
0,0.0353535353535354,-0.162121212121212
0,0.0404040404040404,-0.142424242424242
0,0.0454545454545455,-0.122727272727273
0,0.0505050505050505,-0.103030303030303
0,0.0555555555555556,-0.0833333333333333
0,0.0606060606060606,-0.0636363636363636
0,0.0656565656565657,-0.0439393939393939
0,0.0707070707070707,-0.0242424242424242
0,0.0757575757575758,-0.00454545454545452
0,0.0808080808080808,0.0151515151515152
0,0.0858585858585859,0.0348484848484849
0,0.0909090909090909,0.0545454545454546
0,0.095959595959596,0.0742424242424242
0,0.101010101010101,0.0939393939393939
0,0.106060606060606,0.113636363636364
0,0.111111111111111,0.133333333333333
0,0.116161616161616,0.153030303030303
0,0.121212121212121,0.172727272727273
0,0.126262626262626,0.192424242424242
0,0.131313131313131,0.212121212121212
0,0.136363636363636,0.231818181818182
0,0.141414141414141,0.251515151515152
0,0.146464646464646,0.271212121212121
0,0.151515151515152,0.290909090909091
0,0.156565656565657,0.310606060606061
0,0.161616161616162,0.33030303030303
0,0.166666666666667,0.35
0,0.171717171717172,0.36969696969697
0,0.176767676767677,0.389393939393939
0,0.181818181818182,0.409090909090909
0,0.186868686868687,0.428787878787879
0,0.191919191919192,0.448484848484848
0,0.196969696969697,0.468181818181818
0,0.202020202020202,0.487878787878788
0,0.207070707070707,0.507575757575758
0,0.212121212121212,0.527272727272727
0,0.217171717171717,0.546969696969697
0,0.222222222222222,0.566666666666667
0,0.227272727272727,0.586363636363636
0,0.232323232323232,0.606060606060606
0,0.237373737373737,0.625757575757576
0,0.242424242424242,0.645454545454546
0,0.247474747474747,0.665151515151515
0,0.252525252525253,0.684848484848485
0,0.257575757575758,0.704545454545454
0,0.262626262626263,0.724242424242424
0,0.267676767676768,0.743939393939394
0,0.272727272727273,0.763636363636363
0,0.277777777777778,0.783333333333333
0,0.282828282828283,0.803030303030303
0,0.287878787878788,0.822727272727273
0,0.292929292929293,0.842424242424242
0,0.297979797979798,0.862121212121212
0,0.303030303030303,0.881818181818182
0,0.308080808080808,0.901515151515151
0,0.313131313131313,0.921212121212121
0,0.318181818181818,0.940909090909091
0,0.323232323232323,0.960606060606061
0,0.328282828282828,0.98030303030303
0,0.333333333333333,1
0,0.338383838383838,1.01969696969697
0,0.343434343434343,1.03939393939394
0,0.348484848484849,1.05909090909091
0,0.353535353535354,1.07878787878788
0,0.358585858585859,1.09848484848485
0,0.363636363636364,1.11818181818182
0,0.368686868686869,1.13787878787879
0,0.373737373737374,1.15757575757576
0,0.378787878787879,1.17727272727273
0,0.383838383838384,1.1969696969697
0,0.388888888888889,1.21666666666667
0,0.393939393939394,1.23636363636364
0,0.398989898989899,1.25606060606061
0,0.404040404040404,1.27575757575758
0,0.409090909090909,1.29545454545455
0,0.414141414141414,1.31515151515152
0,0.419191919191919,1.33484848484848
0,0.424242424242424,1.35454545454545
0,0.429292929292929,1.37424242424242
0,0.434343434343434,1.39393939393939
0,0.439393939393939,1.41363636363636
0,0.444444444444444,1.43333333333333
0,0.44949494949495,1.4530303030303
0,0.454545454545455,1.47272727272727
0,0.45959595959596,1.49242424242424
0,0.464646464646465,1.51212121212121
0,0.46969696969697,1.53181818181818
0,0.474747474747475,1.55151515151515
0,0.47979797979798,1.57121212121212
0,0.484848484848485,1.59090909090909
0,0.48989898989899,1.61060606060606
0,0.494949494949495,1.63030303030303
0,0.5,1.65
0.00505050505050505,0,-0.298989898989899
0.00505050505050505,0.00505050505050505,-0.279292929292929
0.00505050505050505,0.0101010101010101,-0.25959595959596
0.00505050505050505,0.0151515151515152,-0.23989898989899
0.00505050505050505,0.0202020202020202,-0.22020202020202
0.00505050505050505,0.0252525252525253,-0.20050505050505
0.00505050505050505,0.0303030303030303,-0.180808080808081
0.00505050505050505,0.0353535353535354,-0.161111111111111
0.00505050505050505,0.0404040404040404,-0.141414141414141
0.00505050505050505,0.0454545454545455,-0.121717171717172
0.00505050505050505,0.0505050505050505,-0.102020202020202
0.00505050505050505,0.0555555555555556,-0.0823232323232323
0.00505050505050505,0.0606060606060606,-0.0626262626262626
0.00505050505050505,0.0656565656565657,-0.0429292929292929
0.00505050505050505,0.0707070707070707,-0.0232323232323232
0.00505050505050505,0.0757575757575758,-0.0035353535353535
0.00505050505050505,0.0808080808080808,0.0161616161616162
0.00505050505050505,0.0858585858585859,0.0358585858585859
0.00505050505050505,0.0909090909090909,0.0555555555555556
0.00505050505050505,0.095959595959596,0.0752525252525252
0.00505050505050505,0.101010101010101,0.094949494949495
0.00505050505050505,0.106060606060606,0.114646464646465
0.00505050505050505,0.111111111111111,0.134343434343434
0.00505050505050505,0.116161616161616,0.154040404040404
0.00505050505050505,0.121212121212121,0.173737373737374
0.00505050505050505,0.126262626262626,0.193434343434343
0.00505050505050505,0.131313131313131,0.213131313131313
0.00505050505050505,0.136363636363636,0.232828282828283
0.00505050505050505,0.141414141414141,0.252525252525253
0.00505050505050505,0.146464646464646,0.272222222222222
0.00505050505050505,0.151515151515152,0.291919191919192
0.00505050505050505,0.156565656565657,0.311616161616162
0.00505050505050505,0.161616161616162,0.331313131313131
0.00505050505050505,0.166666666666667,0.351010101010101
0.00505050505050505,0.171717171717172,0.370707070707071
0.00505050505050505,0.176767676767677,0.39040404040404
0.00505050505050505,0.181818181818182,0.41010101010101
0.00505050505050505,0.186868686868687,0.42979797979798
0.00505050505050505,0.191919191919192,0.449494949494949
0.00505050505050505,0.196969696969697,0.469191919191919
0.00505050505050505,0.202020202020202,0.488888888888889
0.00505050505050505,0.207070707070707,0.508585858585859
0.00505050505050505,0.212121212121212,0.528282828282828
0.00505050505050505,0.217171717171717,0.547979797979798
0.00505050505050505,0.222222222222222,0.567676767676768
0.00505050505050505,0.227272727272727,0.587373737373737
0.00505050505050505,0.232323232323232,0.607070707070707
0.00505050505050505,0.237373737373737,0.626767676767677
